step,episode,epoch,epoch step,epoch_episode,episode step,score,epsilon,beta,avg_pos_reward_ratio,avg_neg_reward_ratio,avg_loss
300,0,0,300,1,299,-1.0,1.0,0.400299,0.0,0.018273305084745763,0.0022993434094271416
600,1,0,600,2,299,0.0,0.995,0.40059900000000004,0.0,0.01265625,0.0009692118322709575
900,2,0,900,3,299,1.0,0.990025,0.400899,0.00375,0.00703125,0.0007984276453498751
1200,3,0,1200,4,299,1.0,0.985074875,0.40119900000000003,0.02578125,0.0153125,0.002145394413091708
1500,4,0,1500,5,299,1.0,0.9801495006250001,0.401499,0.0403125,0.0190625,0.002625390860484913
1800,5,0,1800,6,299,0.0,0.9752487531218751,0.401799,0.0371875,0.0275,0.0025819887849502267
2100,6,0,2100,7,299,0.0,0.9703725093562657,0.40209900000000004,0.0378125,0.0265625,0.0022866890527075156
2400,7,0,2400,8,299,1.0,0.9655206468094844,0.402399,0.0334375,0.02578125,0.001970076179713942
2700,8,0,2700,9,299,0.0,0.960693043575437,0.40269900000000003,0.0309375,0.01828125,0.0016140843910397963
3000,9,0,3000,10,299,0.0,0.9558895783575597,0.402999,0.02515625,0.0159375,0.0012813735631061719
3300,10,0,3300,11,299,-1.0,0.9511101304657719,0.403299,0.0225,0.0165625,0.001268935280968435
3600,11,0,3600,12,299,0.0,0.946354579813443,0.40359900000000004,0.02484375,0.01984375,0.0016253169957781211
3900,12,0,3900,13,299,1.0,0.9416228069143757,0.403899,0.02453125,0.01921875,0.0014757437841035426
4200,13,0,4200,14,299,0.0,0.9369146928798039,0.40419900000000003,0.02578125,0.0203125,0.001544419626588933
4500,14,0,4500,15,299,-2.0,0.9322301194154049,0.404499,0.0215625,0.02875,0.0017611527041299269
4800,15,0,4800,16,299,-1.0,0.9275689688183278,0.404799,0.0221875,0.02640625,0.0016172036505304277
5100,16,0,5100,17,299,1.0,0.9229311239742362,0.40509900000000004,0.0209375,0.02890625,0.00175653810671065
