epoch,avg_score,avg_val_score,epsilon,avg_loss,beta
0,0.35294117647058826,1.0,0.8433051360508336,0.0041768921236507595,0.41019900000000004
1,0.5882352941176471,0.16666666666666666,0.7111635524897149,0.0038285848801024257,0.420399
2,0.86,0.5,0.5997278763867329,0.0044409599457867445,0.430599
3,1.76,3.0,0.5057535983897912,0.00480773339048028,0.440799
4,2.49,4.0,0.42650460709830135,0.005215950084384531,0.45099900000000004
5,3.42,4.5,0.3596735257153405,0.0054307009815238415,0.461199
6,3.95,6.166666666666667,0.3033145315372582,0.006039715032093227,0.471399
7,4.98,6.666666666666667,0.25578670228422234,0.006343649618793279,0.481599
8,5.58,5.833333333333333,0.21570623976979014,0.006324336482211947,0.491799
9,6.2,6.333333333333333,0.18190617987607657,0.006436120555736125,0.501999
10,6.38,8.833333333333334,0.1534024157688821,0.006670687277801335,0.5121990000000001
11,7.14,7.166666666666667,0.12936504510050365,0.007037317724898458,0.5223990000000001
12,7.77,8.833333333333334,0.10909420695870241,0.006929548333864659,0.532599
13,8.6,9.5,0.09199970504166631,0.0070834230817854405,0.542799
14,9.51,12.0,0.07758382377679894,0.007282690641004592,0.552999
15,9.88,11.833333333333334,0.06542683706543727,0.006633104686625302,0.563199
16,10.46,9.5,0.05517478773284426,0.006746112711261958,0.573399
17,10.32,8.333333333333334,0.04652918187562211,0.0072387354937382044,0.583599
18,10.85,8.333333333333334,0.03923829805195549,0.00701612408971414,0.593799
19,10.68,5.666666666666667,0.03308985827710748,0.006921199634671211,0.6039990000000001
20,10.42,12.166666666666666,0.0279048474362789,0.006942176392767578,0.6141989999999999
21,10.35,9.333333333333334,0.023532301163728918,0.006343565357383341,0.624399
22,10.88,14.0,0.019844910434467605,0.006638019306119531,0.634599
23,11.1,8.0,0.016735314893855303,0.006547074499540031,0.644799
24,11.48,12.166666666666666,0.014112977003416188,0.006530269661452621,0.654999
25,11.9,14.333333333333334,0.01190154599194817,0.006411006145644933,0.665199
26,12.38,12.5,0.010036634861955105,0.0061813174933195115,0.6753990000000001
27,12.66,12.833333333333334,0.01,0.005976176371332258,0.6855990000000001
28,12.83,11.166666666666666,0.01,0.0063186473329551514,0.6957990000000001
29,13.07,13.666666666666666,0.01,0.006314430020283908,0.705999
30,13.63,16.333333333333332,0.01,0.005778759778477252,0.716199
31,13.71,13.666666666666666,0.01,0.006024893913418055,0.726399
32,13.96,14.833333333333334,0.01,0.005734918264206499,0.736599
33,14.54,13.166666666666666,0.01,0.005630960327107459,0.746799
34,14.61,12.166666666666666,0.01,0.005299054281786084,0.756999
35,14.36,15.333333333333334,0.01,0.0053668288886547086,0.767199
36,13.47,13.166666666666666,0.01,0.0053897765348665415,0.777399
37,13.55,13.666666666666666,0.01,0.0052190238586626945,0.7875989999999999
38,13.72,15.333333333333334,0.01,0.00515075410483405,0.797799
39,13.47,16.5,0.01,0.00499495720025152,0.807999
40,14.52,13.166666666666666,0.01,0.005103190049994737,0.8181990000000001
41,14.58,13.666666666666666,0.01,0.005055783435236663,0.828399
42,15.32,14.166666666666666,0.01,0.004571390005294234,0.838599
43,15.37,13.166666666666666,0.01,0.004482752083567902,0.8487990000000001
44,15.53,14.833333333333334,0.01,0.0046232044242788106,0.8589990000000001
45,15.2,14.333333333333334,0.01,0.004444042057730258,0.869199
46,14.58,13.333333333333334,0.01,0.004604106113547459,0.879399
47,14.66,19.166666666666668,0.01,0.0044476690795272585,0.889599
48,14.77,15.166666666666666,0.01,0.004281402922933921,0.899799
49,14.78,11.666666666666666,0.01,0.004425458724144846,0.909999
50,14.67,17.666666666666668,0.01,0.004112555847968906,0.920199
51,14.73,14.666666666666666,0.01,0.004077666294761002,0.930399
52,15.25,13.833333333333334,0.01,0.003877858689520508,0.940599
53,14.82,18.5,0.01,0.003816505778813735,0.9507990000000001
54,14.93,15.333333333333334,0.01,0.003698758577229455,0.960999
55,14.62,16.5,0.01,0.003773615004029125,0.9711989999999999
56,14.92,15.833333333333334,0.01,0.0036438785330392422,0.981399
57,15.06,16.166666666666668,0.01,0.003617098551476374,0.991599
58,15.7,14.0,0.01,0.0035809889424126594,0.999999
