epoch,avg_score,avg_val_score,epsilon,avg_loss,beta
0,0.058823529411764705,0.16666666666666666,0.8433051360508336,0.005339164659380913,0.409999
1,0.20588235294117646,1.8333333333333333,0.7111635524897149,0.005193570946576073,0.419999
2,0.54,1.3333333333333333,0.5997278763867329,0.005289127251598984,0.429999
3,1.2,3.0,0.5057535983897912,0.005742936527822167,0.43999900000000003
4,2.12,2.6666666666666665,0.42650460709830135,0.005901158775668591,0.44999900000000004
5,3.04,6.833333333333333,0.3596735257153405,0.005774303814396262,0.45999900000000005
6,4.15,2.6666666666666665,0.3033145315372582,0.005856695685070008,0.46999900000000006
7,5.29,7.333333333333333,0.25578670228422234,0.006173411339987069,0.479999
8,6.43,7.0,0.21570623976979014,0.006298218108713627,0.489999
9,7.28,8.833333333333334,0.18190617987607657,0.006620147547218949,0.499999
10,7.92,9.333333333333334,0.1534024157688821,0.006784937046468258,0.509999
11,8.4,8.0,0.12936504510050365,0.00677622213261202,0.519999
12,8.72,8.166666666666666,0.10909420695870241,0.006807581342291087,0.529999
13,9.28,10.166666666666666,0.09199970504166631,0.007491442454047501,0.539999
14,9.27,10.833333333333334,0.07758382377679894,0.007222505991812796,0.549999
15,9.76,11.166666666666666,0.06542683706543727,0.007305854074656963,0.559999
16,9.94,7.666666666666667,0.05517478773284426,0.007646641382016242,0.569999
17,10.56,11.166666666666666,0.04652918187562211,0.007657119587529451,0.579999
18,10.98,10.833333333333334,0.03923829805195549,0.007790385303087533,0.5899989999999999
19,11.16,10.666666666666666,0.03308985827710748,0.0075700981286354364,0.5999990000000001
20,11.35,11.666666666666666,0.0279048474362789,0.00748889671638608,0.6099990000000001
21,11.8,14.166666666666666,0.023532301163728918,0.00700426802970469,0.619999
22,12.41,11.166666666666666,0.019844910434467605,0.007400010973215103,0.629999
23,12.85,14.333333333333334,0.016735314893855303,0.007083553411066532,0.639999
24,12.88,15.666666666666666,0.014112977003416188,0.007005828607361764,0.649999
25,12.8,14.166666666666666,0.01190154599194817,0.007356785938609392,0.659999
26,13.21,14.166666666666666,0.010036634861955105,0.00682119770674035,0.669999
27,13.48,14.5,0.01,0.006692516605835408,0.679999
28,13.93,16.5,0.01,0.006557011075783521,0.689999
29,14.58,15.833333333333334,0.01,0.00648550373269245,0.699999
30,15.28,16.333333333333332,0.01,0.006537477183155715,0.709999
31,15.48,14.666666666666666,0.01,0.006114781487267465,0.7199990000000001
32,14.88,15.666666666666666,0.01,0.006196161326952279,0.7299990000000001
33,14.61,14.166666666666666,0.01,0.006054217193741352,0.7399990000000001
34,14.2,17.166666666666668,0.01,0.006121178695466369,0.7499990000000001
35,14.54,14.166666666666666,0.01,0.005988217771518975,0.759999
36,15.12,12.666666666666666,0.01,0.005814904649741948,0.7699990000000001
37,15.13,10.666666666666666,0.01,0.005893236449919641,0.779999
38,15.37,16.666666666666668,0.01,0.005883411290124058,0.789999
39,15.29,15.833333333333334,0.01,0.005421819125767797,0.7999989999999999
40,15.25,14.5,0.01,0.005367139168083668,0.809999
41,14.89,14.833333333333334,0.01,0.005563723428640515,0.8199989999999999
42,14.42,16.166666666666668,0.01,0.0051635466120205815,0.8299989999999999
43,14.37,13.333333333333334,0.01,0.004905666834674776,0.839999
44,14.65,17.5,0.01,0.0050694787269458174,0.849999
45,15.17,15.5,0.01,0.004765997310169041,0.859999
46,15.89,17.5,0.01,0.004815839012153446,0.869999
47,15.49,13.0,0.01,0.004532501187641174,0.879999
48,15.23,14.833333333333334,0.01,0.00461851891130209,0.889999
49,14.94,20.5,0.01,0.004598636791342869,0.899999
50,15.06,15.666666666666666,0.01,0.004362888901960104,0.909999
51,15.52,14.666666666666666,0.01,0.004342278991825879,0.919999
52,15.88,15.5,0.01,0.004286876015830785,0.929999
53,16.43,15.0,0.01,0.004104422458913177,0.939999
54,16.84,16.333333333333332,0.01,0.004049768701661378,0.9499989999999999
55,16.79,16.5,0.01,0.0041067037056200205,0.959999
56,16.47,16.833333333333332,0.01,0.0037027491233311595,0.969999
57,16.08,13.666666666666666,0.01,0.0039177209557965395,0.979999
58,16.17,14.833333333333334,0.01,0.00377702530589886,0.9899990000000001
59,15.82,13.5,0.01,0.0036024283047299834,0.999999
