epoch,avg_score,avg_val_score,epsilon,avg_loss,beta
0,0.17647058823529413,0.8333333333333334,0.8433051360508336,0.0026108319812919944,0.41019900000000004
1,0.5441176470588235,1.1666666666666667,0.7111635524897149,0.003088173633441329,0.420399
2,0.76,3.3333333333333335,0.5997278763867329,0.003782110058236867,0.430599
3,1.4,2.1666666666666665,0.5057535983897912,0.004738342755008489,0.440799
4,2.17,3.1666666666666665,0.42650460709830135,0.005374928254168481,0.45099900000000004
5,3.03,6.166666666666667,0.3596735257153405,0.005843863780610263,0.461199
6,4.19,4.833333333333333,0.3033145315372582,0.006336019181180746,0.471399
7,4.59,4.5,0.25578670228422234,0.006437359580304474,0.481599
8,5.04,6.5,0.21570623976979014,0.006347141258884221,0.491799
9,5.4,6.666666666666667,0.18190617987607657,0.007024466563016176,0.501999
10,6.4,7.833333333333333,0.1534024157688821,0.007092685888055712,0.5121990000000001
11,7.16,8.0,0.12936504510050365,0.0072079251543618736,0.5223990000000001
12,8.29,7.5,0.10909420695870241,0.007403272611554712,0.532599
13,8.78,11.666666666666666,0.09199970504166631,0.007333754396531731,0.542799
14,9.56,11.666666666666666,0.07758382377679894,0.007593135619536042,0.552999
15,9.87,9.333333333333334,0.06542683706543727,0.007551194848492742,0.563199
16,10.19,10.0,0.05517478773284426,0.007696844665333629,0.573399
17,10.44,10.0,0.04652918187562211,0.007787128062918782,0.583599
18,10.4,10.333333333333334,0.03923829805195549,0.007392447981983423,0.593799
19,10.3,11.166666666666666,0.03308985827710748,0.0071143957925960425,0.6039990000000001
20,10.91,10.166666666666666,0.0279048474362789,0.007292839556466788,0.6141989999999999
21,11.2,11.666666666666666,0.023532301163728918,0.006608599207829684,0.624399
22,11.55,11.0,0.019844910434467605,0.006199326573405415,0.634599
23,11.73,11.0,0.016735314893855303,0.006418436192907393,0.644799
24,12.01,12.666666666666666,0.014112977003416188,0.006456080174539238,0.654999
25,11.99,11.5,0.01190154599194817,0.006250031960662455,0.665199
26,11.31,12.333333333333334,0.010036634861955105,0.006622774715069681,0.6753990000000001
27,11.16,12.833333333333334,0.01,0.006122955458704382,0.6855990000000001
28,11.41,15.0,0.01,0.0058607795601710675,0.6957990000000001
29,11.93,11.5,0.01,0.005834432109259069,0.705999
30,12.44,11.833333333333334,0.01,0.005619777461979538,0.716199
31,12.64,14.0,0.01,0.00590900543378666,0.726399
32,13.14,14.0,0.01,0.005491863437928259,0.736599
33,13.14,15.5,0.01,0.005530446809716523,0.746799
34,13.44,11.0,0.01,0.005306440703570843,0.756999
35,13.17,15.333333333333334,0.01,0.005081190257333219,0.767199
36,13.94,12.5,0.01,0.0050510639534331854,0.777399
37,14.4,16.166666666666668,0.01,0.004893548174295575,0.7875989999999999
38,14.94,15.833333333333334,0.01,0.004984042467549443,0.797799
39,14.68,14.5,0.01,0.004728391314856708,0.807999
40,14.44,14.0,0.01,0.004768274330999702,0.8181990000000001
41,14.55,14.833333333333334,0.01,0.004735085482243448,0.828399
42,15.2,16.5,0.01,0.004722608791198581,0.838599
43,15.12,15.166666666666666,0.01,0.004552773076575249,0.8487990000000001
44,15.49,12.166666666666666,0.01,0.0043376062577590345,0.8589990000000001
45,14.62,18.666666666666668,0.01,0.004316376483766362,0.869199
46,14.39,15.5,0.01,0.004041275827912614,0.879399
47,14.24,17.166666666666668,0.01,0.004113223585300148,0.889599
48,14.84,15.5,0.01,0.003987763265613466,0.899799
49,15.22,14.333333333333334,0.01,0.003986174530582503,0.909999
50,15.41,16.333333333333332,0.01,0.003915078568970784,0.920199
51,15.37,16.5,0.01,0.003844385303091258,0.930399
52,15.38,14.333333333333334,0.01,0.0036817898217123,0.940599
53,15.92,14.166666666666666,0.01,0.00360519461100921,0.9507990000000001
54,16.33,15.166666666666666,0.01,0.003585257650120184,0.960999
55,16.34,13.666666666666666,0.01,0.003716420574346557,0.9711989999999999
56,16.35,16.0,0.01,0.003546146301086992,0.981399
57,16.07,16.166666666666668,0.01,0.0033917966112494468,0.991599
58,16.52,16.333333333333332,0.01,0.003483073621755466,0.999999
