epoch,avg_score,avg_val_score,epsilon,avg_loss,beta
0,-0.23529411764705882,0.5,0.8433051360508336,0.004522139671025798,0.41019900000000004
1,-0.029411764705882353,1.0,0.7111635524897149,0.00441865466767922,0.420399
2,0.37,0.5,0.5997278763867329,0.003815013006096706,0.430599
3,1.55,4.333333333333333,0.5057535983897912,0.004471359685994685,0.440799
4,2.86,4.0,0.42650460709830135,0.004951610725838691,0.45099900000000004
5,4.0,7.0,0.3596735257153405,0.005269264378584921,0.461199
6,5.22,7.0,0.3033145315372582,0.00557074359152466,0.471399
7,6.46,7.166666666666667,0.25578670228422234,0.005906242853961885,0.481599
8,7.72,6.833333333333333,0.21570623976979014,0.006207509492523969,0.491799
9,7.78,8.0,0.18190617987607657,0.005769485945347696,0.501999
10,8.09,11.5,0.1534024157688821,0.006284421829041094,0.5121990000000001
11,8.25,9.5,0.12936504510050365,0.006572698166128248,0.5223990000000001
12,8.88,11.5,0.10909420695870241,0.006796820377930998,0.532599
13,8.97,9.833333333333334,0.09199970504166631,0.0070403162622824315,0.542799
14,9.72,11.0,0.07758382377679894,0.0071674482221715154,0.552999
15,10.46,12.333333333333334,0.06542683706543727,0.007125560296699405,0.563199
16,11.2,12.0,0.05517478773284426,0.006597617028746754,0.573399
17,11.68,10.333333333333334,0.04652918187562211,0.0074908419884741305,0.583599
18,11.95,12.5,0.03923829805195549,0.007283652350306511,0.593799
19,12.45,13.333333333333334,0.03308985827710748,0.007352054538205266,0.6039990000000001
20,12.83,12.666666666666666,0.0279048474362789,0.006802370429504663,0.6141989999999999
21,13.25,14.0,0.023532301163728918,0.007085424663964659,0.624399
22,13.78,13.166666666666666,0.019844910434467605,0.00684546088334173,0.634599
23,13.56,13.0,0.016735314893855303,0.006924343472346664,0.644799
24,14.1,17.0,0.014112977003416188,0.007015185891650617,0.654999
25,14.12,17.666666666666668,0.01190154599194817,0.006870637347456068,0.665199
26,14.98,14.0,0.010036634861955105,0.006979764953721315,0.6753990000000001
27,14.75,13.166666666666666,0.01,0.0070493504707701505,0.6855990000000001
28,14.71,15.333333333333334,0.01,0.006757315117865801,0.6957990000000001
29,14.56,13.666666666666666,0.01,0.006643268575426191,0.705999
30,14.84,14.333333333333334,0.01,0.006248112514149398,0.716199
31,15.0,14.5,0.01,0.006372241652570665,0.726399
32,14.93,16.833333333333332,0.01,0.006550371593330055,0.736599
33,15.45,17.5,0.01,0.006272725709713996,0.746799
34,16.04,16.166666666666668,0.01,0.005977314345072955,0.756999
35,16.43,15.166666666666666,0.01,0.0054745192802511155,0.767199
36,16.26,14.5,0.01,0.005404610193800181,0.777399
37,16.05,13.833333333333334,0.01,0.005406575400847942,0.7875989999999999
38,15.99,17.5,0.01,0.005576115944422782,0.797799
39,15.72,17.166666666666668,0.01,0.0053966840589419005,0.807999
40,15.73,17.666666666666668,0.01,0.005234799799509347,0.8181990000000001
41,15.81,15.0,0.01,0.005292546544224024,0.828399
42,16.11,14.0,0.01,0.005040604348760098,0.838599
43,15.86,14.166666666666666,0.01,0.004918149227742106,0.8487990000000001
44,15.34,13.5,0.01,0.004727440101560205,0.8589990000000001
45,15.18,12.5,0.01,0.004719419102184474,0.869199
46,15.38,12.833333333333334,0.01,0.0045803259254898875,0.879399
47,15.56,15.166666666666666,0.01,0.004710389580577612,0.889599
48,15.66,13.5,0.01,0.004397942160721868,0.899799
49,15.55,18.166666666666668,0.01,0.004356921297730878,0.909999
50,15.28,17.333333333333332,0.01,0.004291269344976172,0.920199
51,15.38,16.5,0.01,0.004166266716783867,0.930399
52,15.54,15.666666666666666,0.01,0.004168658864218741,0.940599
53,15.79,13.833333333333334,0.01,0.004082560432143509,0.9507990000000001
54,16.05,16.333333333333332,0.01,0.0038449355482589455,0.960999
55,16.43,16.833333333333332,0.01,0.00406333860126324,0.9711989999999999
56,16.73,11.833333333333334,0.01,0.0037127900135237725,0.981399
57,17.17,15.166666666666666,0.01,0.0036790459672920404,0.991599
58,17.28,12.666666666666666,0.01,0.003705860034096986,0.999999
