step,episode,epoch,epoch step,epoch_episode,episode step,score,epsilon,beta,avg_pos_reward_ratio,avg_neg_reward_ratio,avg_loss
300,0,0,300,1,299,-2.0,1.0,0.400299,0.0,0.024364406779661018,0.004531604675891794
600,1,0,600,2,299,1.0,0.995,0.40059900000000004,0.00125,0.0340625,0.0034823169163428246
900,2,0,900,3,299,1.0,0.990025,0.400899,0.016875,0.0303125,0.003394951148657128
1200,3,0,1200,4,299,0.0,0.985074875,0.40119900000000003,0.02421875,0.0253125,0.003109001237899065
1500,4,0,1500,5,299,1.0,0.9801495006250001,0.401499,0.030625,0.0228125,0.003200753176352009
1800,5,0,1800,6,299,0.0,0.9752487531218751,0.401799,0.03234375,0.020625,0.0030025455658324062
2100,6,0,2100,7,299,0.0,0.9703725093562657,0.40209900000000004,0.02671875,0.01859375,0.0024881034635473045
2400,7,0,2400,8,299,-1.0,0.9655206468094844,0.402399,0.02359375,0.02609375,0.002762954379431903
2700,8,0,2700,9,299,-1.0,0.960693043575437,0.40269900000000003,0.02640625,0.0396875,0.0037285179551690816
3000,9,0,3000,10,299,0.0,0.9558895783575597,0.402999,0.03171875,0.034375,0.0037097140814876185
3300,10,0,3300,11,299,0.0,0.9511101304657719,0.403299,0.03015625,0.0334375,0.0034595736413029956
3600,11,0,3600,12,299,1.0,0.946354579813443,0.40359900000000004,0.03,0.03484375,0.00354229919728823
3900,12,0,3900,13,299,0.0,0.9416228069143757,0.403899,0.035625,0.03140625,0.003726805455517024
4200,13,0,4200,14,299,1.0,0.9369146928798039,0.40419900000000003,0.03765625,0.03265625,0.003982935525709763
4500,14,0,4500,15,299,0.0,0.9322301194154049,0.404499,0.039375,0.03015625,0.003923915987834334
4800,15,0,4800,16,299,2.0,0.9275689688183278,0.404799,0.0378125,0.031875,0.003945517059764825
5100,16,0,5100,17,299,1.0,0.9229311239742362,0.40509900000000004,0.04421875,0.03109375,0.0042472026712493975
5400,17,0,5400,18,299,0.0,0.918316468354365,0.405399,0.0484375,0.02828125,0.004291707483353093
5700,18,0,5700,19,299,0.0,0.9137248860125932,0.40569900000000003,0.04453125,0.0228125,0.003911772648571059
6000,19,0,6000,20,299,-1.0,0.9091562615825302,0.405999,0.04796875,0.031875,0.004267590650124475
6300,20,0,6300,21,299,0.0,0.9046104802746175,0.406299,0.03859375,0.02765625,0.003716311533935368
6600,21,0,6600,22,299,1.0,0.9000874278732445,0.40659900000000004,0.03609375,0.025625,0.0034562800120329484
6900,22,0,6900,23,299,2.0,0.8955869907338783,0.406899,0.04265625,0.02609375,0.003872798376251012
7200,23,0,7200,24,299,-1.0,0.8911090557802088,0.40719900000000003,0.043125,0.0259375,0.003934829913778231
7500,24,0,7500,25,299,0.0,0.8866535105013078,0.407499,0.04515625,0.02640625,0.003998119477182626
7800,25,0,7800,26,299,0.0,0.8822202429488013,0.407799,0.04171875,0.02578125,0.003777818778762594
8100,26,0,8100,27,299,1.0,0.8778091417340573,0.40809900000000005,0.04015625,0.02171875,0.003434616872109473
8400,27,0,8400,28,299,-2.0,0.8734200960253871,0.408399,0.0396875,0.02421875,0.003593694113078527
8700,28,0,8700,29,299,2.0,0.8690529955452602,0.40869900000000003,0.043125,0.0303125,0.004011293714283965
9000,29,0,9000,30,299,1.0,0.8647077305675338,0.408999,0.045,0.031875,0.004128479602513835
9300,30,0,9300,31,299,-1.0,0.8603841919146962,0.409299,0.04453125,0.025625,0.0037963755067903547
9600,31,0,9600,32,299,-2.0,0.8560822709551227,0.40959900000000005,0.04296875,0.02734375,0.0038351122732274232
9900,32,0,9900,33,299,3.0,0.851801859600347,0.409899,0.03765625,0.03125,0.00391112725250423
10200,33,0,10200,34,299,0.0,0.8475428503023453,0.41019900000000004,0.049375,0.03375,0.004628010091837495
10500,34,1,300,1,299,-3.0,0.8433051360508336,0.410499,0.046875,0.03390625,0.004504016401479021
10800,35,1,600,2,299,-1.0,0.8390886103705794,0.410799,0.03890625,0.036875,0.004361833605216816
11100,36,1,900,3,299,2.0,0.8348931673187264,0.41109900000000005,0.04390625,0.0359375,0.004474654927616939
11400,37,1,1200,4,299,0.0,0.8307187014821328,0.411399,0.04078125,0.0359375,0.004379525680560619
11700,38,1,1500,5,299,0.0,0.8265651079747222,0.41169900000000004,0.04078125,0.03390625,0.004199177117552608
12000,39,1,1800,6,299,-1.0,0.8224322824348486,0.411999,0.04265625,0.0375,0.0044318574131466445
12300,40,1,2100,7,299,1.0,0.8183201210226743,0.412299,0.0390625,0.03609375,0.004276087654288858
12600,41,1,2400,8,299,1.0,0.8142285204175609,0.41259900000000005,0.04109375,0.039375,0.004446352478116751
12900,42,1,2700,9,299,2.0,0.810157377815473,0.412899,0.0409375,0.03703125,0.004297356632305309
13200,43,1,3000,10,299,-1.0,0.8061065909263957,0.41319900000000004,0.04125,0.04125,0.004629209946142509
13500,44,1,3300,11,299,2.0,0.8020760579717637,0.413499,0.0425,0.03984375,0.004590825500199572
13800,45,1,3600,12,299,0.0,0.798065677681905,0.41379900000000003,0.04453125,0.0378125,0.004389408364659175
14100,46,1,3900,13,299,1.0,0.7940753492934954,0.414099,0.04828125,0.0353125,0.004475034095812589
14400,47,1,4200,14,299,0.0,0.7901049725470279,0.414399,0.0390625,0.03109375,0.003934164267266169
14700,48,1,4500,15,299,0.0,0.7861544476842928,0.41469900000000004,0.04046875,0.03453125,0.004061728013912216
15000,49,1,4800,16,299,3.0,0.7822236754458713,0.414999,0.0415625,0.03546875,0.004245759629411623
15300,50,1,5100,17,299,-1.0,0.778312557068642,0.41529900000000003,0.04046875,0.03640625,0.0042181543668266385
15600,51,1,5400,18,299,2.0,0.7744209942832988,0.415599,0.04421875,0.03734375,0.0044774483609944585
15900,52,1,5700,19,299,1.0,0.7705488893118823,0.415899,0.0421875,0.03046875,0.004161113449372351
16200,53,1,6000,20,299,1.0,0.7666961448653229,0.41619900000000004,0.0446875,0.03515625,0.004476955339778215
16500,54,1,6300,21,299,1.0,0.7628626641409962,0.416499,0.04578125,0.0325,0.0044048479106277225
16800,55,1,6600,22,299,0.0,0.7590483508202912,0.41679900000000003,0.04265625,0.03109375,0.004223346994258463
17100,56,1,6900,23,299,-1.0,0.7552531090661897,0.417099,0.04078125,0.0325,0.004238323624012992
17400,57,1,7200,24,299,6.0,0.7514768435208588,0.417399,0.0390625,0.03453125,0.004201744738966226
17700,58,1,7500,25,299,-1.0,0.7477194593032545,0.41769900000000004,0.0415625,0.030625,0.004178312154253945
18000,59,1,7800,26,299,2.0,0.7439808620067382,0.417999,0.04734375,0.03421875,0.004575211841147393
18300,60,1,8100,27,299,0.0,0.7402609576967045,0.41829900000000003,0.043125,0.03390625,0.0044521737168543045
18600,61,1,8400,28,299,0.0,0.736559652908221,0.418599,0.04390625,0.03390625,0.004455667418660596
18900,62,1,8700,29,299,0.0,0.7328768546436799,0.418899,0.04453125,0.0340625,0.004423579216236249
19200,63,1,9000,30,299,1.0,0.7292124703704616,0.41919900000000004,0.0425,0.033125,0.004427068337099627
19500,64,1,9300,31,299,2.0,0.7255664080186093,0.419499,0.04265625,0.0334375,0.004416823738720268
19800,65,1,9600,32,299,1.0,0.7219385759785162,0.41979900000000003,0.04234375,0.0321875,0.004384976578876376
20100,66,1,9900,33,299,0.0,0.7183288830986236,0.420099,0.04421875,0.02984375,0.004373669060878455
20400,67,1,10200,34,299,2.0,0.7147372386831305,0.420399,0.04390625,0.03484375,0.004556950316764414
20700,68,2,300,1,299,1.0,0.7111635524897149,0.42069900000000005,0.04046875,0.033125,0.004342333624372259
21000,69,2,600,2,299,1.0,0.7076077347272662,0.420999,0.04296875,0.03265625,0.00450452170567587
21300,70,2,900,3,299,4.0,0.7040696960536299,0.42129900000000003,0.0415625,0.02921875,0.004328294571023434
21600,71,2,1200,4,299,3.0,0.7005493475733617,0.421599,0.040625,0.0303125,0.004230665963841602
21900,72,2,1500,5,299,2.0,0.697046600835495,0.421899,0.03859375,0.0284375,0.004086652145488188
22200,73,2,1800,6,299,0.0,0.6935613678313175,0.42219900000000005,0.04375,0.02796875,0.004307723871897906
22500,74,2,2100,7,299,2.0,0.6900935609921609,0.422499,0.04296875,0.02859375,0.004383204403566197
22800,75,2,2400,8,299,0.0,0.6866430931872001,0.42279900000000004,0.0403125,0.0315625,0.0043691397295333445
23100,76,2,2700,9,299,1.0,0.6832098777212641,0.423099,0.0425,0.0303125,0.004512738871853799
23400,77,2,3000,10,299,0.0,0.6797938283326578,0.423399,0.041875,0.02640625,0.004293275020318106
23700,78,2,3300,11,299,0.0,0.6763948591909945,0.42369900000000005,0.04125,0.0246875,0.004118096568854526
24000,79,2,3600,12,299,1.0,0.6730128848950395,0.423999,0.0378125,0.03109375,0.0042523030925076455
24300,80,2,3900,13,299,1.0,0.6696478204705644,0.42429900000000004,0.03859375,0.02890625,0.0041754871211014686
24600,81,2,4200,14,299,2.0,0.6662995813682115,0.424599,0.0375,0.03078125,0.004408880351111293
24900,82,2,4500,15,299,1.0,0.6629680834613705,0.424899,0.03796875,0.02921875,0.004423117897240445
25200,83,2,4800,16,299,2.0,0.6596532430440636,0.425199,0.03265625,0.03171875,0.004293535213219002
