step,episode,epoch,epoch step,epoch_episode,episode step,score,epsilon,beta,avg_pos_reward_ratio,avg_neg_reward_ratio,avg_loss
300,0,0,300,1,299,-2.0,1.0,0.400299,0.0,0.024364406779661018,0.008279038048586098
600,1,0,600,2,299,2.0,0.995,0.40059900000000004,0.01125,0.03015625,0.00566320410463959
900,2,0,900,3,299,1.0,0.990025,0.400899,0.0271875,0.02875,0.004395346001256257
1200,3,0,1200,4,299,1.0,0.985074875,0.40119900000000003,0.03640625,0.02234375,0.003986222622916103
1500,4,0,1500,5,299,1.0,0.9801495006250001,0.401499,0.045625,0.02046875,0.004200964013580233
1800,5,0,1800,6,299,-1.0,0.9752487531218751,0.401799,0.046875,0.023125,0.004300874576438218
2100,6,0,2100,7,299,2.0,0.9703725093562657,0.40209900000000004,0.06,0.04625,0.006713522193022073
2400,7,0,2400,8,299,0.0,0.9655206468094844,0.402399,0.0640625,0.04328125,0.006396136882249266
2700,8,0,2700,9,299,0.0,0.960693043575437,0.40269900000000003,0.05546875,0.04140625,0.005636032011825592
3000,9,0,3000,10,299,-1.0,0.9558895783575597,0.402999,0.0553125,0.0453125,0.005818636275362224
3300,10,0,3300,11,299,1.0,0.9511101304657719,0.403299,0.06171875,0.04125,0.005770756439305842
3600,11,0,3600,12,299,1.0,0.946354579813443,0.40359900000000004,0.05546875,0.036875,0.005309345261193812
3900,12,0,3900,13,299,1.0,0.9416228069143757,0.403899,0.0546875,0.0325,0.004984686500392854
4200,13,0,4200,14,299,0.0,0.9369146928798039,0.40419900000000003,0.05015625,0.0353125,0.004791489786002785
4500,14,0,4500,15,299,-3.0,0.9322301194154049,0.404499,0.05265625,0.03609375,0.004887848626822233
4800,15,0,4800,16,299,2.0,0.9275689688183278,0.404799,0.04671875,0.045,0.005241193356923759
5100,16,0,5100,17,299,-1.0,0.9229311239742362,0.40509900000000004,0.0446875,0.0475,0.00526563715422526
5400,17,0,5400,18,299,-1.0,0.918316468354365,0.405399,0.04421875,0.04875,0.005243444798979908
5700,18,0,5700,19,299,0.0,0.9137248860125932,0.40569900000000003,0.04234375,0.04578125,0.0048181272146757695
6000,19,0,6000,20,299,0.0,0.9091562615825302,0.405999,0.04109375,0.04578125,0.004707926921546459
6300,20,0,6300,21,299,1.0,0.9046104802746175,0.406299,0.03796875,0.04359375,0.004421209796564653
6600,21,0,6600,22,299,3.0,0.9000874278732445,0.40659900000000004,0.04078125,0.0421875,0.004303771448321641
6900,22,0,6900,23,299,1.0,0.8955869907338783,0.406899,0.04078125,0.03375,0.003958680215291679
7200,23,0,7200,24,299,1.0,0.8911090557802088,0.40719900000000003,0.0378125,0.0346875,0.0038089434325229376
7500,24,0,7500,25,299,1.0,0.8866535105013078,0.407499,0.0353125,0.0315625,0.0035853353259153666
7800,25,0,7800,26,299,1.0,0.8822202429488013,0.407799,0.03515625,0.03390625,0.0036833019962068648
8100,26,0,8100,27,299,2.0,0.8778091417340573,0.40809900000000005,0.03578125,0.0325,0.0036769784463103862
8400,27,0,8400,28,299,1.0,0.8734200960253871,0.408399,0.0403125,0.0328125,0.003809375298442319
8700,28,0,8700,29,299,1.0,0.8690529955452602,0.40869900000000003,0.03734375,0.03015625,0.0036591089179273694
9000,29,0,9000,30,299,-1.0,0.8647077305675338,0.408999,0.03578125,0.0284375,0.0035803281399421393
9300,30,0,9300,31,299,4.0,0.8603841919146962,0.409299,0.03953125,0.03015625,0.003872337935026735
9600,31,0,9600,32,299,3.0,0.8560822709551227,0.40959900000000005,0.0428125,0.02734375,0.003999128286959603
9900,32,0,9900,33,299,-2.0,0.851801859600347,0.409899,0.0434375,0.033125,0.004256697599776089
10200,33,0,10200,34,299,2.0,0.8475428503023453,0.41019900000000004,0.04515625,0.03515625,0.004521269071847201
10500,34,1,300,1,299,1.0,0.8433051360508336,0.410499,0.045,0.03609375,0.004555208440870047
10800,35,1,600,2,299,0.0,0.8390886103705794,0.410799,0.0446875,0.0340625,0.0045464816561434414
11100,36,1,900,3,299,3.0,0.8348931673187264,0.41109900000000005,0.0446875,0.0303125,0.004280858137644827
11400,37,1,1200,4,299,2.0,0.8307187014821328,0.411399,0.04875,0.03109375,0.00458233364042826
11700,38,1,1500,5,299,1.0,0.8265651079747222,0.41169900000000004,0.0428125,0.0359375,0.004689200981520116
12000,39,1,1800,6,299,1.0,0.8224322824348486,0.411999,0.0415625,0.03515625,0.004585576832760126
12300,40,1,2100,7,299,-1.0,0.8183201210226743,0.412299,0.0428125,0.02984375,0.004469719574553892
12600,41,1,2400,8,299,3.0,0.8142285204175609,0.41259900000000005,0.04125,0.03109375,0.004448807700537145
12900,42,1,2700,9,299,0.0,0.810157377815473,0.412899,0.0409375,0.0290625,0.004416732552926988
13200,43,1,3000,10,299,5.0,0.8061065909263957,0.41319900000000004,0.03984375,0.0271875,0.004347930382937193
13500,44,1,3300,11,299,0.0,0.8020760579717637,0.413499,0.0453125,0.03015625,0.004673924962989986
13800,45,1,3600,12,299,0.0,0.798065677681905,0.41379900000000003,0.04421875,0.0309375,0.004593249259050936
14100,46,1,3900,13,299,1.0,0.7940753492934954,0.414099,0.0475,0.0296875,0.004805783764459193
14400,47,1,4200,14,299,1.0,0.7901049725470279,0.414399,0.0453125,0.02796875,0.004760238525923341
14700,48,1,4500,15,299,1.0,0.7861544476842928,0.41469900000000004,0.04265625,0.02796875,0.004581397826550529
15000,49,1,4800,16,299,-1.0,0.7822236754458713,0.414999,0.04453125,0.0321875,0.004887102041393519
15300,50,1,5100,17,299,3.0,0.778312557068642,0.41529900000000003,0.03984375,0.03375,0.004861793776508421
15600,51,1,5400,18,299,0.0,0.7744209942832988,0.415599,0.04453125,0.03046875,0.004920927388593554
15900,52,1,5700,19,299,-1.0,0.7705488893118823,0.415899,0.04515625,0.029375,0.0047847565601114184
16200,53,1,6000,20,299,3.0,0.7666961448653229,0.41619900000000004,0.04109375,0.0328125,0.004907752473372966
16500,54,1,6300,21,299,5.0,0.7628626641409962,0.416499,0.044375,0.0321875,0.005041542279068381
16800,55,1,6600,22,299,-1.0,0.7590483508202912,0.41679900000000003,0.04140625,0.03234375,0.004896252653561532
17100,56,1,6900,23,299,1.0,0.7552531090661897,0.417099,0.03453125,0.03578125,0.004827478074003011
17400,57,1,7200,24,299,0.0,0.7514768435208588,0.417399,0.03828125,0.0321875,0.00484796583885327
17700,58,1,7500,25,299,2.0,0.7477194593032545,0.41769900000000004,0.03953125,0.03140625,0.004776246235705912
18000,59,1,7800,26,299,0.0,0.7439808620067382,0.417999,0.03640625,0.0278125,0.004549636987503618
18300,60,1,8100,27,299,1.0,0.7402609576967045,0.41829900000000003,0.03671875,0.0253125,0.004469880209071562
18600,61,1,8400,28,299,3.0,0.736559652908221,0.418599,0.044375,0.025625,0.0047501660347916185
18900,62,1,8700,29,299,2.0,0.7328768546436799,0.418899,0.04109375,0.03171875,0.004964379041921347
19200,63,1,9000,30,299,1.0,0.7292124703704616,0.41919900000000004,0.0428125,0.03,0.005072602035943419
19500,64,1,9300,31,299,1.0,0.7255664080186093,0.419499,0.03484375,0.02921875,0.004742186011280864
19800,65,1,9600,32,299,-2.0,0.7219385759785162,0.41979900000000003,0.0425,0.03,0.005012154786381871
20100,66,1,9900,33,299,3.0,0.7183288830986236,0.420099,0.04296875,0.03125,0.005063055050559342
20400,67,1,10200,34,299,-3.0,0.7147372386831305,0.420399,0.0415625,0.03296875,0.00523523453855887
20700,68,2,300,1,299,0.0,0.7111635524897149,0.42069900000000005,0.038125,0.035625,0.005347523575183004
21000,69,2,600,2,299,3.0,0.7076077347272662,0.420999,0.0359375,0.035625,0.005198184384498745
21300,70,2,900,3,299,1.0,0.7040696960536299,0.42129900000000003,0.0378125,0.03203125,0.0051966586988419295
21600,71,2,1200,4,299,1.0,0.7005493475733617,0.421599,0.03765625,0.03125,0.005149272964335978
21900,72,2,1500,5,299,0.0,0.697046600835495,0.421899,0.03921875,0.03421875,0.005478680355008691
22200,73,2,1800,6,299,1.0,0.6935613678313175,0.42219900000000005,0.03671875,0.03203125,0.005320278557483107
22500,74,2,2100,7,299,1.0,0.6900935609921609,0.422499,0.03703125,0.03109375,0.0052570885210298
22800,75,2,2400,8,299,1.0,0.6866430931872001,0.42279900000000004,0.03734375,0.031875,0.0053455818747170265
23100,76,2,2700,9,299,0.0,0.6832098777212641,0.423099,0.03453125,0.0321875,0.005274293860420585
23400,77,2,3000,10,299,4.0,0.6797938283326578,0.423399,0.0359375,0.03140625,0.005344354440458119
23700,78,2,3300,11,299,2.0,0.6763948591909945,0.42369900000000005,0.04484375,0.03375,0.005765259088948369
24000,79,2,3600,12,299,2.0,0.6730128848950395,0.423999,0.03796875,0.03203125,0.005562001494690776
24300,80,2,3900,13,299,1.0,0.6696478204705644,0.42429900000000004,0.04015625,0.0315625,0.005576415527611971
24600,81,2,4200,14,299,1.0,0.6662995813682115,0.424599,0.0403125,0.0296875,0.005265308988746256
24900,82,2,4500,15,299,5.0,0.6629680834613705,0.424899,0.03921875,0.03125,0.005293819061480462
25200,83,2,4800,16,299,3.0,0.6596532430440636,0.425199,0.03765625,0.03265625,0.0054484893311746415
25500,84,2,5100,17,299,0.0,0.6563549768288433,0.425499,0.039375,0.0278125,0.00535357343731448
25800,85,2,5400,18,299,1.0,0.653073201944699,0.42579900000000004,0.03859375,0.02765625,0.005347560872323811
